collision_date,day,year,mo,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS,co2,wind,so2,pressure
2014-09-07,7,2014,9,70.1,62.9,1015.8,9.0,11.0,20.0,24.1,77.0,62.1,0.0,999.9,0,477,6.3097219999999981,97.295833250000015,0.35972233333333348,1008.3749999999999
2014-09-08,1,2014,9,63.6,55.3,1025.3,10.0,7.8,15.9,21.0,75.0,55.9,0.01,999.9,0,598,9.225422666666665,39.668750249999981,0.40136299999999986,1015.2361109999998
2014-09-09,2,2014,9,64.6,56.5,1025.0,10.0,10.9,15.0,22.9,73.0,55.9,0.0,999.9,0,592,7.6976853333333333,32.922916500000021,0.30069450000000003,1013.1111109999998
2014-09-10,3,2014,9,66.2,61.2,1019.1,10.0,11.3,17.1,22.0,73.0,60.1,0.0,999.9,0,618,9.2879390000000015,71.683333250000018,0.35573850000000007,1008.7083333333333
2014-09-11,4,2014,9,64.4,60.3,1014.8,9.7,6.4,13.0,999.9,73.0,54.0,0.0,999.9,0,619,12.94444433333333,118.51041675000005,0.42041666666666655,1002.0972219999999
2014-09-12,5,2014,9,67.1,58.8,1016.6,9.7,11.4,18.1,22.0,73.0,54.0,0.0,999.9,0,730,7.0680556666666678,98.793749999999989,0.29166650000000011,1008.9305553333328
2014-09-13,6,2014,9,59.9,53.2,1022.2,9.6,7.6,15.0,21.0,70.0,52.0,0.0,999.9,0,558,8.44722233333334,67.818750000000009,0.23661616666666657,1010.7638890000002
2014-09-14,7,2014,9,62.2,54.3,1020.7,10.0,9.6,17.1,24.1,68.0,52.0,0.04,999.9,0,528,9.6458330000000014,99.581250250000011,0.40972216666666661,1013.0416663333336
2014-09-15,1,2014,9,57.5,47.6,1022.0,10.0,3.6,8.0,999.9,66.0,46.9,0.0,999.9,0,610,13.806261000000001,102.42708325000001,0.53233583333333334,1011.402778
2014-09-16,2,2014,9,61.2,50.8,1017.0,10.0,6.5,9.9,999.9,66.9,46.9,0.0,999.9,0,613,22.388888666666666,100.68020824999999,0.80436500000000011,1005.916666666667
2014-09-17,3,2014,9,61.9,54.4,1015.5,9.8,4.6,13.0,999.9,70.0,51.1,0.0,999.9,0,658,19.573830333333333,128.92187500000006,0.75208349999999979,1005.958333333333
2014-09-18,4,2014,9,61.1,47.4,1014.7,10.0,5.0,11.1,15.0,72.0,48.0,0.0,999.9,0,650,23.180555333333345,123.31666675000011,1.0126389999999996,1005.8055556666666
2014-09-19,5,2014,9,57.2,42.7,1024.1,10.0,12.5,19.0,26.0,72.0,46.0,0.0,999.9,0,648,7.6236113333333337,58.564583500000062,0.93194433333333349,1016.0972219999996
2014-09-20,6,2014,9,57.0,47.3,1027.2,10.0,7.7,12.0,999.9,68.0,44.1,0.0,999.9,0,594,13.177777999999998,77.780208500000057,0.59375016666666658,1013.0694443333333
2014-09-21,7,2014,9,66.1,63.2,1015.7,8.1,8.1,13.0,17.1,71.6,62.1,0.0,999.9,0,515,19.713888666666659,101.89895849999998,0.66666666666666652,997.93055533333325
2014-09-22,1,2014,9,67.9,61.5,1007.0,8.2,12.3,22.9,27.0,72.0,61.0,0.11,999.9,1,662,7.7258726666666666,150.127083,0.29393933333333322,1002.2361110000002
2014-09-23,2,2014,9,59.0,42.3,1022.8,10.0,9.3,15.9,22.9,72.0,53.1,0.01,999.9,0,592,19.580409333333328,123.19062500000001,0.92222216666666679,1016.2083333333337
2014-09-24,3,2014,9,58.9,51.3,1033.3,10.0,6.7,15.0,21.0,68.0,48.9,0.0,999.9,0,566,15.133333666666665,49.795833250000015,0.57916666666666683,1023.2083333333335
2014-09-25,4,2014,9,59.7,55.3,1031.0,8.6,8.9,15.0,21.0,68.0,48.9,0.0,999.9,0,491,8.51944466666667,40.426041750000017,0.26805549999999984,1016.6527776666668
2014-09-26,5,2014,9,63.1,59.1,1020.5,7.9,15.8,20.0,27.0,69.1,57.9,1.99,999.9,0,643,16.111111000000008,80.586457999999979,0.71805566666666631,1012.1805556666664
2014-09-27,6,2014,9,63.5,55.3,1020.7,9.9,6.2,9.9,999.9,75.9,53.1,0.01,999.9,0,600,22.37777766666666,109.29270849999999,1.2458333333333336,1012.0972223333335
2014-09-28,7,2014,9,63.3,58.5,1020.5,9.9,4.4,9.9,999.9,75.9,53.1,0.0,999.9,0,512,27.851388666666665,102.67916674999998,1.6833333333333329,1009.2499999999999
2014-09-29,1,2014,9,65.9,63.2,1015.5,9.2,6.7,11.1,999.9,73.0,53.1,0.02,999.9,0,566,37.956169,104.14895824999998,1.6420454999999998,1003.8472223333333
2014-09-30,2,2014,9,63.3,61.3,1014.7,6.7,7.0,18.1,999.9,72.0,62.1,0.02,999.9,0,589,16.409721999999995,60.987500000000011,0.49571616666666674,1003.9583333333338
2014-10-01,3,2014,10,62.4,60.6,1014.5,7.1,13.2,15.9,20.0,63.0,60.8,0.24,999.9,0,559,10.698610999999993,25.202083249999983,0.21388883333333347,1006.8194443333334
2014-10-02,4,2014,10,59.9,56.3,1016.6,9.4,17.6,22.0,28.9,61.0,57.2,1.08,999.9,0,558,10.090277666666667,60.85625000000001,0.21180566666666673,1009.666666666667
2014-10-03,5,2014,10,58.5,54.0,1016.5,9.2,13.1,18.1,24.1,61.0,57.0,0.01,999.9,0,719,10.438888999999996,68.23020824999999,0.36388900000000018,1005.9305556666665
2014-10-04,6,2014,10,59.4,57.3,1007.1,6.8,5.7,11.1,22.0,64.0,57.0,0.02,999.9,1,531,8.44027766666667,101.83815800000002,0.37013883333333336,992.84722233333321
2014-10-05,7,2014,10,59.6,50.4,1006.5,9.6,11.0,17.1,25.1,64.9,51.1,0.08,999.9,0,505,8.6263886666666671,130.33124999999998,0.92361116666666643,1000.4027776666663
2014-10-06,1,2014,10,55.7,42.6,1018.6,10.0,6.9,13.0,999.9,64.0,45.0,0.0,999.9,0,639,15.966985000000003,88.487499999999983,0.93252149999999934,1007.1388890000001
2014-10-07,2,2014,10,63.0,57.0,1021.1,10.0,11.5,14.0,19.0,69.1,45.0,0.0,999.9,0,620,12.682125333333325,99.377717250000032,0.50244566666666646,1005.7542270000001
2014-10-08,3,2014,10,65.2,60.4,1012.5,9.4,12.3,31.1,44.1,70.0,60.1,0.07,999.9,1,639,10.955555333333338,128.10729149999997,0.69444449999999991,999.93055566666658
2014-10-09,4,2014,10,60.8,45.9,1013.8,9.7,12.6,21.0,26.0,70.0,48.9,0.39,999.9,0,499,14.855555666666673,131.35937524999994,1.3944444999999994,1005.583333666667
2014-10-10,5,2014,10,59.0,44.0,1017.8,10.0,8.9,15.9,17.1,66.0,48.9,0.0,999.9,0,541,20.403333333333325,122.36666650000001,1.1326388333333326,1008.9305553333334
2014-10-11,6,2014,10,52.9,48.1,1019.0,8.1,8.1,17.1,20.0,62.1,50.0,0.15,999.9,0,546,17.316666666666656,52.315625000000033,0.64444449999999986,1008.5555556666664
2014-10-12,7,2014,10,53.3,43.7,1022.4,10.0,9.2,14.0,21.0,59.0,44.1,0.78,999.9,0,473,15.776388666666669,83.329166750000013,0.77083333333333348,1014.4999999999995
2014-10-13,1,2014,10,50.9,43.2,1027.7,10.0,4.2,9.9,999.9,62.1,39.0,0.0,999.9,0,451,22.733333333333334,82.540624999999949,1.0451388333333325,1015.8750000000002
2014-10-14,2,2014,10,63.2,58.4,1025.4,10.0,8.2,9.9,999.9,66.9,59.0,0.0,999.9,0,697,15.292063333333337,89.426811499999943,0.49781750000000008,1011.8109903333328
2014-10-15,3,2014,10,64.9,62.1,1021.0,9.9,9.5,12.0,999.9,70.0,61.0,0.01,999.9,0,575,9.0855553333333283,87.58020825,0.3333333333333332,1004.6666666666669
2014-10-16,4,2014,10,65.0,63.4,1013.5,6.6,12.0,17.1,27.0,68.0,62.6,0.05,999.9,0,602,14.715019999999988,88.779257250000072,0.42211450000000023,995.80495166666685
2014-10-17,5,2014,10,63.2,59.7,1006.5,7.9,9.7,17.1,19.0,70.0,60.1,1.04,999.9,0,648,15.746014333333344,119.41367775000009,1.0650925000000007,994.88526566666656
2014-10-18,6,2014,10,62.7,58.8,1003.7,9.0,7.5,12.0,999.9,68.0,59.0,0.02,999.9,0,494,11.994444666666668,126.48645824999996,0.72430549999999982,992.52777766666668
2014-10-19,7,2014,10,56.0,45.2,1005.8,10.0,10.7,20.0,24.1,68.0,51.1,0.01,999.9,0,483,4.9458333333333346,154.13645850000009,0.41458333333333358,1002.0972223333329
2014-10-20,1,2014,10,49.0,32.4,1016.2,10.0,11.8,18.1,27.0,59.0,41.0,0.0,999.9,0,591,21.908207000000004,109.51037150000003,1.236706333333333,1006.7657006666667
2014-10-21,2,2014,10,57.7,52.3,1015.5,9.3,10.5,15.9,21.0,60.8,53.1,0.0,999.9,0,607,23.834070666666676,63.977581499999935,0.5183333333333332,1001.2681160000001
2014-10-22,3,2014,10,57.0,55.4,1010.3,6.1,12.8,21.0,28.9,60.8,51.8,0.23,999.9,0,708,9.6249999999999947,75.579166750000013,0.069466,999.90277766666679
2014-10-23,4,2014,10,59.5,57.0,1000.4,8.7,10.7,18.1,25.1,64.0,51.1,0.1,999.9,0,639,9.9074999999999953,130.83333349999998,0.7841666666666669,995.45833333333314
2014-10-24,5,2014,10,54.3,51.1,1003.1,7.6,15.7,21.0,29.9,64.0,51.1,0.16,999.9,0,669,16.640277666666663,124.05833325000005,1.3986111666666661,998.23611099999982
2014-10-25,6,2014,10,54.7,45.9,1006.0,10.0,10.7,19.0,22.9,62.1,45.0,0.0,999.9,0,515,15.644444666666669,129.57812500000003,2.1854166666666655,996.5416666666672
2014-10-26,7,2014,10,57.6,45.4,999.7,10.0,13.1,18.1,28.9,62.1,45.0,0.04,999.9,0,515,7.2472223333333288,147.59687475000004,0.7847223333333333,994.12499999999955
2014-10-27,1,2014,10,54.1,40.5,1010.0,10.0,12.0,17.1,24.1,61.0,48.9,0.0,999.9,0,642,20.775883666666672,129.07083349999996,1.5723215000000001,1004.5972220000003
2014-10-28,2,2014,10,54.3,48.0,1017.5,9.9,6.1,9.9,999.9,64.9,39.9,0.0,999.9,0,571,37.4875,89.796875,2.3245321666666667,1005.0416666666665
2014-10-29,3,2014,10,61.9,59.0,1013.1,8.0,9.8,14.0,999.9,66.0,57.9,0.0,999.9,0,556,24.665833333333328,124.48541699999998,1.5580358333333335,1001.5833333333335
2014-10-30,4,2014,10,56.1,45.0,1012.9,9.4,8.9,15.9,22.9,66.0,51.1,0.0,999.9,0,626,14.978913999999989,128.53020824999996,1.6152778333333333,1004.8472220000002
2014-10-31,5,2014,10,51.3,43.6,1014.8,10.0,7.9,15.0,21.0,61.0,42.1,0.0,999.9,0,668,14.1625,71.776041500000034,1.3660173333333325,1003.4722223333331
2014-11-01,6,2014,11,53.0,46.9,1009.0,8.8,18.8,28.9,41.0,57.9,42.1,0.08,999.9,0,656,9.9874999999999954,98.531250000000014,1.3166666666666662,998.26388900000018
2014-11-02,7,2014,11,43.5,38.4,1001.3,6.3,32.8,39.0,55.0,55.0,37.0,1.15,999.9,0,532,5.954167,150.1145835,1.3138889999999994,1000.791666666667
2014-11-03,1,2014,11,44.6,20.6,1012.6,10.0,18.9,25.1,35.9,52.0,37.0,0.66,999.9,0,625,19.589520333333326,135.64895825000005,1.8603568333333322,1009.1527776666667
2014-11-04,2,2014,11,52.7,37.7,1019.4,10.0,6.9,15.0,22.0,61.0,37.9,0.0,999.9,0,538,30.400278000000011,110.61875025000005,2.4119443333333348,1009.4166666666666
2014-11-05,3,2014,11,57.7,52.4,1018.3,9.3,11.1,15.0,999.9,62.1,54.0,0.0,999.9,0,554,30.199999999999992,120.93854149999991,1.6736111666666655,1008.6805553333332
2014-11-06,4,2014,11,53.6,48.7,1015.8,9.4,5.6,15.0,21.0,63.0,50.0,0.02,999.9,0,652,30.530092333333329,95.60520825,1.0919223333333334,1000.1944443333332
2014-11-07,5,2014,11,52.5,46.7,999.0,7.9,11.7,21.0,29.9,59.0,46.0,0.85,999.9,0,641,12.318055666666666,149.74791674999994,1.01666675,994.847222
2014-11-08,6,2014,11,43.9,29.7,1012.0,10.0,13.9,20.0,32.1,55.0,37.0,0.03,999.9,0,543,14.797221999999991,121.71458324999999,0.9396405000000001,1004.0972223333332
2014-11-09,7,2014,11,53.2,42.7,1014.0,10.0,9.1,17.1,24.1,59.0,37.0,0.0,999.9,0,419,22.18472233333334,108.26249999999992,2.2270833333333346,1003.388889
2014-11-10,1,2014,11,48.2,42.2,1019.2,9.6,4.0,7.0,999.9,59.0,39.0,0.0,999.9,0,560,33.786508000000005,89.565624749999984,2.6793923333333334,1010.0833333333333
2014-11-11,2,2014,11,51.0,47.2,1020.7,9.5,8.2,12.0,999.9,59.0,39.0,0.0,999.9,1,493,28.301388666666661,81.78125025,1.4006945000000002,1006.9027776666669
2014-11-12,3,2014,11,56.5,53.5,1012.9,6.0,5.2,11.1,999.9,68.0,45.0,0.0,999.9,1,546,19.606871000000016,96.86625925,0.54143816666666644,1002.8496376666665
2014-11-13,4,2014,11,49.8,41.1,1015.5,8.6,8.4,999.9,999.9,68.0,45.0,0.0,999.9,1,696,20.602777666666661,92.592708500000043,1.2303571666666668,1012.895833
2014-11-14,5,2014,11,43.7,34.9,1012.3,9.7,11.1,18.1,25.1,53.1,39.9,0.22,999.9,0,654,14.75833366666666,140.21666649999995,1.0951390000000003,1012.3333335
2014-11-15,6,2014,11,37.0,20.6,1021.7,10.0,10.7,15.9,21.0,48.0,32.0,0.05,999.9,0,529,18.482488000000004,122.27708325000002,1.5879701666666666,1020.8541665
2014-11-16,7,2014,11,38.1,26.0,1027.1,10.0,5.6,15.9,22.0,50.0,23.0,0.0,999.9,0,429,27.851389000000005,94.12395825,2.1184028333333336,1020.145833
2014-11-17,1,2014,11,52.1,48.9,1014.6,6.5,9.5,24.1,35.0,61.0,45.0,0.09,999.9,0,666,28.312343,89.55562500000002,0.72777766666666677,1002.0416665
2014-11-18,2,2014,11,48.9,39.6,1004.5,7.8,17.1,26.0,38.1,63.0,34.0,2.91,999.9,0,712,12.263888666666666,139.68854174999998,1.8187499999999999,1005.604167
2014-11-19,3,2014,11,33.6,14.6,1018.3,10.0,14.4,19.0,25.1,39.0,30.0,0.02,999.9,0,633,17.969907666666671,125.34166674999999,2.6509200000000006,1016.2291665
2014-11-20,4,2014,11,45.7,32.6,1014.0,9.8,16.1,22.9,31.1,53.1,28.9,0.03,999.9,0,635,21.759722333333322,128.33749999999998,2.1784721666666678,1008.583333
2014-11-21,5,2014,11,36.8,15.4,1017.4,10.0,15.8,22.0,35.9,53.1,32.0,0.0,999.9,0,677,14.777777666666671,134.74374999999989,1.5979166666666664,1020.1458335
2014-11-22,6,2014,11,37.1,19.7,1028.3,10.0,15.9,28.0,34.0,48.0,28.0,0.0,999.9,0,512,27.428282999999993,116.990625,3.1747221666666645,1022.833333
2014-11-23,7,2014,11,52.6,41.5,1021.4,8.9,18.3,26.0,35.0,57.9,48.0,0.0,999.9,0,425,31.872222333333323,100.50312499999997,2.4812499999999993,1016.145833
2014-11-24,1,2014,11,54.8,52.5,1014.5,4.5,15.5,27.0,34.0,61.0,46.9,0.0,999.9,0,722,18.558080666666672,93.809375000000017,0.35731849999999987,1001.333333
2014-11-25,2,2014,11,56.7,53.5,1014.0,3.6,11.2,19.0,26.0,61.0,50.0,0.26,999.9,1,599,21.038888666666661,121.72916675000002,1.5129484999999998,1009.7708335
2014-11-26,3,2014,11,48.0,41.1,1018.0,6.7,11.9,32.1,46.0,59.0,44.1,0.01,999.9,0,742,15.748611333333328,91.31145800000003,1.2222221666666666,1010.3125
2014-11-27,4,2014,11,41.8,36.7,1008.0,8.6,13.8,27.0,39.0,48.2,37.4,1.86,999.9,0,378,13.170833333333334,156.83229175000002,1.1611111666666674,1009.875
2014-11-28,5,2014,11,37.0,30.9,1015.6,9.3,12.6,22.0,29.9,46.0,34.0,0.05,999.9,0,444,13.796564,153.96770825000007,1.0993054999999998,1016.166667
2014-11-29,6,2014,11,30.9,16.8,1025.3,10.0,6.6,14.0,999.9,39.0,25.0,0.0,999.9,0,394,26.847222333333328,109.228125,2.1562498333333338,1020.75
2014-11-30,7,2014,11,46.1,38.6,1024.0,9.9,9.8,15.0,999.9,55.9,24.1,0.0,999.9,0,377,22.83194433333334,99.750000249999985,1.6861110000000004,1015.520833
2014-12-01,1,2014,12,53.2,49.0,1019.8,7.4,9.8,14.0,999.9,57.0,39.9,0.0,999.9,0,644,22.422047333333339,123.90312499999999,1.8615183333333329,1017.2291665
2014-12-02,2,2014,12,42.5,32.4,1033.2,9.9,14.9,19.0,27.0,57.0,39.0,0.09,999.9,0,611,12.838889000000002,46.0802085,1.0743055000000006,1027.8333335
2014-12-03,3,2014,12,51.2,48.4,1022.8,6.1,14.5,20.0,26.0,55.0,39.0,0.22,999.9,0,569,20.293452333333331,116.54479175,1.2070751666666673,1014.9166665
2014-12-04,4,2014,12,43.1,28.0,1025.4,9.9,11.5,22.0,31.1,55.0,37.0,0.01,999.9,0,606,20.093297000000007,122.55000000000003,2.0728434999999981,1023.3125
2014-12-05,5,2014,12,39.3,27.7,1034.8,9.8,9.3,14.0,22.9,46.0,32.0,0.0,999.9,0,673,21.858333333333331,53.790262499999969,1.2784721666666661,1027.248188
2014-12-06,6,2014,12,48.9,45.2,1026.7,6.8,9.8,18.1,25.1,54.0,32.0,0.13,999.9,0,628,28.491666666666664,83.748958499999944,1.4173611666666663,1017.5208335
2014-12-07,7,2014,12,41.9,34.0,1027.0,8.0,25.0,35.0,46.0,54.0,35.1,1.96,999.9,0,493,8.8763886666666654,107.65104149999995,1.3486110000000002,1025.395833
2014-12-08,1,2014,12,35.4,24.7,1035.8,10.0,19.6,29.9,39.0,45.0,32.0,0.67,999.9,0,579,14.866666666666665,43.320833250000007,1.0659091666666667,1029.625
2014-12-09,2,2014,12,48.7,45.1,1019.3,5.8,19.6,28.0,41.0,57.0,32.0,0.03,999.9,0,645,12.674195999999995,87.003580250000041,0.89594550000000051,1006.880435
2014-12-10,3,2014,12,47.9,44.8,999.6,8.4,8.6,15.9,999.9,57.0,44.1,2.11,999.9,0,649,14.75476200000001,157.61979150000008,1.1207341666666664,997.3958335
2014-12-11,4,2014,12,40.8,33.7,1003.0,9.5,19.3,26.0,33.0,48.9,37.9,0.05,999.9,0,669,17.418939333333334,142.47708324999988,1.5057718333333334,1001.4375
2014-12-12,5,2014,12,37.0,27.8,1010.7,10.0,8.2,14.0,19.0,42.1,33.1,0.04,999.9,0,687,13.463888999999996,162.93750000000006,1.5875,1008.75
2014-12-13,6,2014,12,36.9,27.7,1009.8,9.9,9.8,14.0,20.0,39.9,33.1,0.0,999.9,0,594,12.377777666666667,159.13333349999996,2.0111111666666672,1008.4791665
2014-12-14,7,2014,12,39.0,30.1,1008.6,10.0,10.9,15.9,999.9,42.8,36.0,0.0,999.9,0,439,13.911111000000005,155.53229149999993,1.8486111666666663,1007.3541665
2014-12-15,1,2014,12,37.8,31.6,1014.5,9.9,5.8,11.1,999.9,44.6,32.0,0.0,999.9,0,720,22.368901000000005,102.78750000000002,2.1580446666666679,1012.625
2014-12-16,2,2014,12,44.0,37.0,1019.7,9.6,4.2,8.0,999.9,48.0,33.1,0.0,999.9,0,645,26.555555666666677,68.706249749999941,2.0305556666666669,1011.3958335
2014-12-17,3,2014,12,48.6,45.7,1009.7,8.0,8.8,15.0,22.9,52.0,41.0,0.1,999.9,1,555,16.068055666666673,127.69583325000002,1.5584723333333332,1005.291667
2014-12-18,4,2014,12,42.4,32.2,1008.0,10.0,14.1,19.0,28.9,52.0,39.0,0.0,999.9,0,621,11.083306666666671,155.17499974999998,1.2164139999999994,1008.5
2014-12-19,5,2014,12,37.3,26.2,1012.9,10.0,9.6,15.9,999.9,46.0,34.0,0.0,999.9,0,652,13.159722333333333,158.80624999999992,1.534722333333334,1012.333333
2014-12-20,6,2014,12,38.2,30.8,1020.7,10.0,8.3,12.0,15.9,43.0,34.0,0.0,999.9,0,505,14.155555666666668,46.665625000000006,1.5222221666666669,1019.2083335
2014-12-21,7,2014,12,41.4,34.0,1024.2,9.8,7.1,9.9,999.9,46.0,36.0,0.06,999.9,0,409,19.438888999999989,100.09687500000001,2.3597223333333326,1020.5
2014-12-22,1,2014,12,42.9,37.4,1026.3,9.7,7.5,15.0,20.0,48.9,37.0,0.0,999.9,0,566,19.582778,65.974999999999966,1.1785173333333334,1019.666667
2014-12-23,2,2014,12,47.4,44.2,1022.0,6.6,11.1,15.0,22.0,51.1,37.0,0.03,999.9,0,732,17.038141666666675,62.25412125,0.46626983333333333,1014.6041665
2014-12-24,3,2014,12,50.7,49.2,1015.7,2.1,10.2,18.1,24.1,55.9,45.0,0.55,999.9,1,519,20.507971000000005,56.404347750000014,0.49225766666666659,1005.2373185
2014-12-25,4,2014,12,53.1,49.3,1005.9,4.1,15.1,21.0,27.0,57.9,46.9,0.88,999.9,1,303,11.580555666666667,126.13645824999996,0.86388883333333333,1003.4583335
2014-12-26,5,2014,12,44.8,33.5,1018.9,10.0,10.4,15.9,21.0,57.9,39.0,0.2,999.9,0,446,21.816666666666659,105.41979174999999,1.7993054999999996,1017.4166665
2014-12-27,6,2014,12,43.7,36.4,1021.8,10.0,7.4,11.1,999.9,51.1,37.9,0.0,999.9,0,406,30.222221999999995,84.82291674999999,3.7187499999999991,1017.2916665
2014-12-28,7,2014,12,47.0,43.2,1014.0,9.5,10.7,15.9,22.0,51.1,37.9,0.01,999.9,0,349,21.791666666666654,94.028125250000016,1.9006945000000004,1009.104167
2014-12-29,1,2014,12,41.2,27.8,1017.9,9.9,8.4,12.0,18.1,51.1,36.0,0.01,999.9,0,411,14.473429999999997,103.81354175000004,1.4048881666666662,1016.4583335
2014-12-30,2,2014,12,32.1,15.4,1024.3,10.0,11.9,15.9,25.1,44.1,27.0,0.0,999.9,0,469,16.552904,91.62708325,1.7762716666666671,1022.291667
2014-12-31,3,2014,12,26.9,8.3,1025.3,9.9,7.5,12.0,999.9,37.0,21.9,0.0,999.9,0,461,21.25,117.82708349999999,2.2527776666666659,1019.9166665
2015-01-01,4,2015,1,31.8,15.1,1018.6,9.9,13.6,24.1,33.0,39.9,21.9,0.0,999.9,0,395,18.663889000000019,120.23645849999997,2.561111,1013.3472223333333
2015-01-02,5,2015,1,40.4,21.5,1018.3,10.0,13.1,19.0,31.1,45.0,28.0,0.0,999.9,0,442,21.441666666666677,123.36354149999998,2.8930554999999996,1018.3333333333333
2015-01-03,6,2015,1,34.5,19.8,1033.9,9.5,11.1,17.1,26.0,45.0,30.0,0.0,999.9,0,456,20.886110999999996,51.379257250000023,1.3333333333333341,1025.7361109999993
2015-01-04,7,2015,1,48.6,46.9,1015.4,1.9,15.5,22.9,28.9,54.0,30.0,0.21,999.9,1,381,19.305555666666663,106.43333324999996,1.2576389999999997,1005.3611110000002
2015-01-05,1,2015,1,44.0,32.1,1012.9,7.6,16.3,28.9,39.0,55.0,28.9,0.27,999.9,0,498,11.186111333333329,154.85520825,1.3545633333333338,1014.7361110000003
2015-01-06,2,2015,1,20.8,5.2,1025.2,8.8,10.3,21.0,31.1,28.0,19.0,0.0,999.9,0,777,24.543055666666667,117.25729174999995,2.9250269999999996,1018.8333333333335
2015-01-07,3,2015,1,22.6,10.2,1011.8,9.4,12.1,26.0,35.9,27.0,17.1,0.0,999.9,0,538,17.929166666666656,146.50104174999996,3.2145833333333322,1011.7916663333339
2015-01-08,4,2015,1,13.1,-2.4,1022.7,9.9,14.8,21.0,29.9,27.0,6.1,0.0,999.9,0,573,20.342297666666671,131.77083325,3.8643850000000004,1022.2916666666665
2015-01-09,5,2015,1,35.2,22.5,1018.1,9.5,21.0,38.1,49.0,46.0,26.1,0.0,999.9,0,751,21.313888999999993,122.73437499999991,4.0530303333333357,1013.1805553333336
2015-01-10,6,2015,1,26.9,10.0,1025.0,10.0,10.2,17.1,22.0,30.0,21.9,0.0,999.9,0,481,17.525000000000002,141.19895824999995,3.2971230000000005,1025.1805553333334
2015-01-11,7,2015,1,27.1,12.1,1035.5,10.0,8.8,13.0,17.1,37.0,19.9,0.0,999.9,0,341,30.024999999999984,106.45520849999998,4.6534723333333368,1030.5555553333334
2015-01-12,1,2015,1,40.9,35.6,1028.3,7.7,6.3,14.0,29.9,52.0,21.0,0.0,999.9,1,580,39.017149999999994,105.63750000000002,2.9833424999999996,1019.805555666667
2015-01-13,2,2015,1,32.6,25.6,1028.5,8.4,16.3,22.9,28.9,52.0,26.1,0.82,999.9,0,613,17.527777666666687,110.37083325,2.2597221666666663,1027.75
2015-01-14,3,2015,1,32.1,24.0,1031.2,8.0,9.6,13.0,22.9,37.0,26.1,0.15,999.9,0,506,25.378941,66.164583499999978,2.7912500000000007,1023.1111109999999
2015-01-15,4,2015,1,35.8,33.6,1015.5,2.8,14.1,17.1,24.1,37.9,28.0,0.03,999.9,0,548,27.4875,138.39687500000008,3.9194443333333329,1012.8611110000005
2015-01-16,5,2015,1,34.5,23.4,1008.6,10.0,14.9,25.1,34.0,39.9,28.9,0.02,999.9,0,563,20.581944333333336,144.78541650000003,4.281159999999999,1008.4027776666665
2015-01-17,6,2015,1,20.2,1.9,1023.6,10.0,13.3,21.0,31.1,39.9,15.1,0.0,999.9,0,495,20.794444666666671,103.66354150000004,2.2458333333333327,1021.6944446666665
2015-01-18,7,2015,1,40.0,32.8,1021.4,9.2,13.4,25.1,31.1,50.0,14.0,0.0,999.9,0,961,41.783333000000006,72.690443999999971,2.763888833333334,1008.5555556666662
2015-01-19,1,2015,1,41.7,36.0,1005.0,8.2,13.5,25.1,46.0,50.0,30.9,0.26,999.9,0,496,18.422221999999994,137.59116850000004,1.7944444999999998,1004.2916666666666
2015-01-20,2,2015,1,35.7,23.4,1009.5,10.0,13.1,20.0,26.0,44.1,33.1,0.03,999.9,0,500,17.444318333333328,155.93749999999991,1.7184073333333336,1008.3194446666669
2015-01-21,3,2015,1,32.3,17.7,1018.1,10.0,7.9,13.0,999.9,39.0,25.0,0.0,999.9,0,495,26.326388999999992,63.243749999999956,2.2479164999999997,1015.3333330000002
2015-01-22,4,2015,1,35.5,30.5,1021.0,8.4,8.4,12.0,999.9,39.0,25.0,0.13,999.9,0,508,24.78131333333334,106.24479174999998,2.7552580000000009,1018.5138890000001
2015-01-23,5,2015,1,31.6,20.4,1022.8,10.0,10.4,15.9,999.9,39.0,27.0,0.09,999.9,0,598,26.389215666666669,131.07187500000009,2.9416666666666673,1018.0138890000002
2015-01-24,6,2015,1,38.5,34.8,1003.3,6.7,12.4,25.1,33.0,45.0,27.0,0.23,999.9,0,428,24.941666333333334,107.11979174999998,2.3180554999999985,994.91666666666674
2015-01-25,7,2015,1,36.5,26.7,1000.4,9.4,16.0,22.0,32.1,45.0,33.1,0.9,999.9,0,406,15.70277766666667,142.21562525000002,2.0965278333333339,1002.5972219999998
2015-01-26,1,2015,1,31.2,20.9,1015.7,6.7,12.7,24.1,31.1,43.0,26.1,0.0,999.9,0,484,14.303623333333334,35.73020825,1.2381043333333326,1007.6111110000002
2015-01-27,2,2015,1,30.2,27.9,993.7,0.6,39.3,48.0,62.9,33.8,21.0,0.4,999.9,1,188,14.987500000000006,156.40416649999992,2.2506945,1000.263889
2015-01-28,3,2015,1,21.6,14.7,1009.6,6.6,16.6,29.9,44.1,26.1,19.0,0.23,999.9,0,458,21.906944333333332,149.7666665,3.2079814999999976,1012.6111110000003
2015-01-29,4,2015,1,29.2,20.9,1022.9,10.0,8.5,13.0,20.0,36.0,19.0,0.0,999.9,0,519,32.783333000000013,89.314583499999955,3.0577019999999981,1018.0833333333336
2015-01-30,5,2015,1,35.1,31.1,1012.2,8.4,8.1,15.0,999.9,41.0,23.0,0.0,999.9,0,622,24.590000000000014,142.83854150000008,2.5555555000000014,1007.1250000000003
