collision_date,day,year,mo,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS,co2,wind,so2,pressure
2015-10-27,2,2015,10,46.7,36.2,1034.1,10.0,5.9,8.9,999.9,57.0,36.0,0.0,999.9,0,631,19.052777666666685,79.51354149999996,1.31875,1024.7310605000007
2015-10-28,3,2015,10,53.8,46.9,1030.4,9.3,13.2,22.9,31.1,61.0,36.0,0.0,999.9,0,689,10.076388999999992,86.914583250000064,0.56111116666666716,1009.3854165000001
2015-10-29,4,2015,10,63.2,60.9,1005.5,3.5,17.6,24.1,35.9,66.0,46.9,0.54,999.9,1,767,12.745833666666668,127.30729150000002,0.70486116666666632,994.08333349999987
2015-10-30,5,2015,10,57.4,41.6,1008.2,10.0,11.1,17.1,25.1,66.0,51.1,0.4,999.9,0,688,10.756439333333338,113.88854175000004,0.95069450000000033,1004.8020835
2015-10-31,6,2015,10,48.9,37.4,1020.4,10.0,5.7,11.1,17.1,61.0,35.1,0.0,999.9,0,357,17.786111333333334,100.12500000000004,1.2479166666666661,1012.4791664999996
2015-11-01,7,2015,11,57.0,49.8,1016.1,9.9,8.7,15.9,999.9,62.1,52.0,0.0,999.9,0,312,15.718055333333327,100.0760417499999,0.97361116666666636,1005.1354167500002
2015-11-02,1,2015,11,58.3,49.4,1016.1,9.5,7.8,13.0,18.1,64.9,50.0,0.0,999.9,0,613,29.54696966666668,91.589583249999961,1.5740260000000008,1009.6874999999995
2015-11-03,2,2015,11,54.4,50.7,1020.7,8.2,6.4,14.0,999.9,64.9,43.0,0.0,999.9,1,655,40.926389000000022,109.94687499999996,2.4583335000000006,1013.2708332499999
2015-11-04,3,2015,11,57.0,49.3,1026.2,9.7,7.4,11.1,999.9,64.0,43.0,0.0,999.9,0,672,31.651388999999966,80.319791750000007,1.7441918333333331,1018.5624999999999
2015-11-05,4,2015,11,58.9,55.9,1025.8,9.1,7.6,11.1,999.9,66.9,48.9,0.0,999.9,1,690,39.155555666666643,97.474999999999937,1.072402,1015.3854167500008
2015-11-06,5,2015,11,62.3,60.4,1020.6,4.3,11.3,24.1,34.0,66.9,52.0,0.14,999.9,1,616,20.924707333333316,116.96354175000003,0.71388899999999933,1006.0833329999997
2015-11-07,6,2015,11,61.4,54.7,1013.4,6.9,10.9,21.0,26.0,64.9,57.0,0.0,999.9,0,500,9.6769443333333367,146.52083324999998,0.79513900000000015,1007.6354164999999
2015-11-08,7,2015,11,53.2,35.5,1021.8,10.0,11.0,22.0,28.9,64.9,46.9,0.0,999.9,0,472,11.849999999999996,103.52083350000001,0.93263883333333231,1018.6458332499996
2015-11-09,1,2015,11,51.4,37.7,1029.7,10.0,7.9,13.0,999.9,60.1,43.0,0.0,999.9,0,615,34.011309333333365,86.331250250000039,2.1490276666666661,1020.9062499999998
2015-11-10,2,2015,11,55.8,50.8,1023.4,9.3,7.9,15.9,22.9,61.0,43.0,0.0,999.9,0,757,21.588889000000005,46.254166500000004,0.74583349999999993,1008.0416667500006
2015-11-11,3,2015,11,56.1,53.7,1005.8,4.0,20.5,28.9,38.1,61.0,50.0,0.72,999.9,0,530,12.891666666666655,134.984375,0.75069450000000026,1001.6979165
2015-11-12,4,2015,11,52.5,49.0,1011.3,7.3,11.5,24.1,29.9,59.0,51.1,0.17,999.9,0,637,16.71177533333335,102.54270824999999,0.624229,998.98511925000014
2015-11-13,5,2015,11,58.3,47.5,1000.3,9.8,16.9,25.1,34.0,61.0,51.1,0.07,999.9,0,677,10.015476333333332,141.48161250000015,0.73405216666666673,996.01041674999976
2015-11-14,6,2015,11,49.0,29.0,1009.4,10.0,18.7,24.1,35.9,61.0,43.0,0.0,999.9,0,613,9.5902776666666778,139.22083350000003,0.87595016666666692,1008.6979169999998
2015-11-15,7,2015,11,47.6,32.3,1020.3,10.0,14.3,22.9,27.0,55.9,41.0,0.0,999.9,0,500,18.12083333333333,124.43437525,2.0312500000000022,1014.8958335
2015-11-16,1,2015,11,54.0,41.2,1020.4,10.0,8.3,11.1,999.9,60.1,41.0,0.0,999.9,0,618,26.248295499999994,110.97291649999997,2.5423611666666663,1014.4999997499998
2015-11-17,2,2015,11,45.3,31.2,1030.8,10.0,11.9,18.1,24.1,60.1,37.9,0.0,999.9,0,684,20.991666666666664,75.054166749999922,0.97348483333333291,1024.4166664999991
2015-11-18,3,2015,11,42.9,33.8,1034.9,10.0,3.2,8.9,999.9,51.1,30.9,0.0,999.9,0,628,18.615674666666671,90.217708249999987,0.87773816666666693,1023.0416667500002
2015-11-19,4,2015,11,50.4,43.6,1028.9,10.0,11.8,18.1,999.9,57.0,30.9,0.0,999.9,0,797,10.263194333333331,89.711458499999992,0.5916666666666669,1011.9270834999999
2015-11-20,5,2015,11,57.0,52.8,1017.7,7.2,13.6,19.0,25.1,61.0,46.9,0.08,999.9,0,819,14.651388999999993,110.89583299999997,1.0215276666666666,1010.5937502499999
2015-11-21,6,2015,11,48.8,34.7,1021.5,10.0,14.3,20.0,28.9,61.0,39.9,0.78,999.9,0,597,12.973611000000004,83.231250250000016,1.0090276666666664,1013.1875
2015-11-22,7,2015,11,50.1,45.5,1015.0,8.1,6.6,17.1,22.9,57.2,39.0,0.0,999.9,0,431,12.152777999999994,110.64166675,1.3312499999999992,1003.7291667500001
2015-11-23,1,2015,11,45.2,35.2,1010.0,8.5,17.4,25.1,34.0,57.0,39.9,1.68,999.9,0,704,13.169709000000001,111.46875000000001,1.4225204999999999,1008.5104164999999
2015-11-24,2,2015,11,37.5,17.0,1024.6,10.0,11.7,20.0,25.1,48.0,30.9,0.25,999.9,0,733,28.14120366666668,100.11979149999999,2.3130093333333321,1019.1770832500001
2015-11-25,3,2015,11,39.6,26.8,1038.6,10.0,4.3,8.0,999.9,50.0,28.9,0.0,999.9,0,717,28.279166499999995,91.23333325,2.1312500000000005,1031.3293270000004
2015-11-26,4,2015,11,50.1,41.2,1044.2,10.0,10.8,14.0,999.9,57.0,28.9,0.0,999.9,0,383,31.897916499999997,90.71770825,1.5798611666666658,1036.8333333333333
2015-11-27,5,2015,11,52.6,48.4,1034.2,9.8,7.5,11.1,999.9,59.0,45.0,0.0,999.9,0,480,31.893750000000004,112.47187500000001,0.727777833333333,1026.0972223333329
2015-11-28,6,2015,11,54.5,50.4,1021.1,9.1,9.4,14.0,999.9,62.1,45.0,0.0,999.9,0,508,18.45625,134.49479174999996,0.77916666666666656,1017.2361109999996
2015-11-29,7,2015,11,46.1,38.8,1022.1,9.6,9.4,15.0,999.9,62.1,39.9,0.0,999.9,0,453,11.320833500000006,133.97562525000004,0.82708333333333328,1019.9027776666667
2015-11-30,1,2015,11,40.5,26.7,1029.5,10.0,11.3,17.1,25.1,48.9,30.9,0.0,999.9,0,611,18.288156333333344,60.47092775,0.33650799999999975,1024.5833330000003
2015-12-01,2,2015,12,40.1,32.7,1027.0,9.3,7.9,14.0,20.0,50.0,30.0,0.0,999.9,0,746,17.928985666666669,91.317708249999953,0.15483416666666663,1017.1527776666671
2015-12-02,3,2015,12,53.6,51.9,1012.2,2.3,9.1,18.1,26.0,57.0,48.9,0.65,999.9,1,655,23.190277666666674,136.82850874999991,0.38333333333333353,1005.4473683333332
2015-12-03,4,2015,12,53.5,47.1,1005.8,6.4,13.0,24.1,32.1,57.0,46.9,0.11,999.9,1,623,13.475473666666669,148.22083350000003,0.49654416666666679,1008.0416663333332
2015-12-04,5,2015,12,45.6,32.0,1024.3,10.0,10.9,19.0,24.1,57.0,42.1,0.03,999.9,0,680,15.944444666666671,152.34479174999993,0.80972233333333321,1025.2916666666679
2015-12-05,6,2015,12,45.6,34.0,1035.5,10.0,6.1,11.1,999.9,52.0,35.1,0.0,999.9,0,629,28.731421666666652,139.76145825000003,1.5916226666666666,1032.8888886666657
2015-12-06,7,2015,12,45.4,40.9,1032.5,8.5,6.2,13.0,999.9,55.0,34.0,0.0,999.9,1,485,31.363889000000015,128.66041675,2.5076388333333326,1026.0138889999994
2015-12-07,1,2015,12,50.8,45.5,1020.7,8.0,9.2,14.0,999.9,55.9,34.0,0.0,999.9,0,668,31.923412666666671,140.49374975000003,3.7447058333333318,1015.75
2015-12-08,2,2015,12,47.4,42.3,1016.7,7.8,11.3,18.1,25.1,55.9,44.1,0.0,999.9,0,618,20.920833333333334,130.9910985,1.4277776666666671,1014.9027776666666
2015-12-09,3,2015,12,43.7,32.9,1021.0,10.0,8.7,17.1,999.9,50.0,34.0,0.3,999.9,0,575,28.008333333333351,99.603125000000034,1.8638888333333337,1014.791666666667
2015-12-10,4,2015,12,51.1,46.4,1017.5,9.0,9.3,15.0,18.1,57.0,34.0,0.02,999.9,0,668,30.383333333333347,116.34270849999994,1.0631945000000009,1010.3055556666668
2015-12-11,5,2015,12,52.2,50.0,1014.0,6.1,5.8,11.1,999.9,57.9,46.0,0.0,999.9,1,694,38.803079666666704,121.20104200000011,1.1924243333333335,1009.3333333333333
2015-12-12,6,2015,12,55.0,46.1,1017.8,8.1,9.8,14.0,24.1,62.1,45.0,0.0,999.9,0,578,38.630555666666659,115.69687500000002,1.8245833333333332,1015.3611113333333
2015-12-13,7,2015,12,53.6,46.9,1021.0,8.1,7.5,13.0,999.9,62.1,45.0,0.0,999.9,0,549,29.138888999999992,114.58645849999998,1.2923609999999996,1016.2222220000002
2015-12-14,1,2015,12,52.6,48.2,1016.4,6.7,7.9,12.0,999.9,57.0,50.0,0.0,999.9,1,637,19.792726333333334,113.85058875000001,0.19894200000000009,1005.5929950000001
2015-12-15,2,2015,12,58.0,51.5,998.4,5.9,15.0,22.0,29.9,61.0,50.0,0.69,999.9,1,755,9.7283730000000013,146.42708325000007,0.20228166666666653,997.37500000000023
2015-12-16,3,2015,12,46.5,35.5,1015.3,10.0,12.3,17.1,22.9,61.0,43.0,0.35,999.9,0,673,12.779629666666663,98.811458250000115,0.40491233333333354,1014.3194443333333
2015-12-17,4,2015,12,48.9,43.7,1019.4,8.8,9.7,18.1,999.9,57.0,42.1,0.0,999.9,0,745,23.955429666666671,112.67187525,0.3284721666666669,1006.8333333333334
2015-12-18,5,2015,12,54.2,52.4,1002.9,2.4,11.3,20.0,24.1,60.1,42.1,0.64,999.9,1,767,14.473611000000007,157.83437500000002,0.72847233333333339,1002.1527780000001
2015-12-19,6,2015,12,42.1,24.9,1014.0,10.0,16.7,22.9,32.1,55.9,39.0,0.14,999.9,0,624,10.95972233333333,140.12916674999994,0.8118686666666669,1013.3333333333337
2015-12-20,7,2015,12,38.5,19.5,1028.4,10.0,14.0,22.0,32.1,44.1,34.0,0.0,999.9,0,500,13.818055666666664,140.55104199999997,1.0104166666666661,1026.0972223333331
2015-12-21,1,2015,12,49.5,40.8,1025.2,9.4,14.3,20.0,28.0,55.9,34.0,0.0,999.9,0,612,29.238293666666653,110.40937499999991,1.4049603333333336,1019.4027780000002
2015-12-22,2,2015,12,54.8,52.1,1018.3,4.4,11.3,17.1,22.0,57.9,45.0,0.0,999.9,1,699,28.388889000000006,110.87916675,0.75039700000000009,1012.0416666666667
2015-12-23,3,2015,12,53.5,51.2,1022.8,3.9,8.3,15.9,20.0,60.1,46.0,0.13,999.9,1,805,23.836111000000002,83.64375,0.59902599999999984,1014.1388889999998
2015-12-24,4,2015,12,57.7,55.8,1017.5,2.1,15.6,20.0,28.0,61.0,46.0,0.81,999.9,1,603,19.393055333333326,103.24857949999992,0.50138883333333339,1010.347222333333
2015-12-25,5,2015,12,56.1,52.9,1021.2,4.0,4.4,13.0,999.9,66.0,50.0,0.37,999.9,1,321,26.531944666666682,81.272916499999951,1.4541666666666664,1016.9583333333336
2015-12-26,6,2015,12,51.4,42.3,1032.0,8.9,11.3,20.0,27.0,66.0,46.0,0.07,999.9,0,395,8.501389,41.868749999999991,0.58819450000000018,1025.2222223333331
2015-12-27,7,2015,12,52.9,49.0,1013.0,4.5,13.1,19.0,24.1,57.0,46.0,0.03,999.9,1,518,14.30694433333333,123.68333325000002,0.45555549999999995,1010.6527776666666
2015-12-28,1,2015,12,40.9,30.0,1030.6,9.3,18.5,22.9,33.0,57.0,33.1,0.1,999.9,0,490,8.9441590000000044,89.784374750000012,0.45285916666666665,1024.2916669999997
2015-12-29,2,2015,12,42.8,35.9,1020.0,6.1,15.6,24.1,33.0,57.0,33.1,0.13,999.9,1,533,16.540277666666665,93.465625,0.61249999999999949,1014.7777779999999
2015-12-30,3,2015,12,44.8,40.6,1026.3,9.4,8.8,18.1,25.1,57.0,36.0,0.58,999.9,0,501,20.608207333333336,95.429166500000008,0.54884566666666657,1018.9861113333336
2015-12-31,4,2015,12,46.5,41.8,9999.9,9.5,11.0,15.0,999.9,48.0,45.0,0.0,999.9,0,527,15.71111099999999,142.14895849999996,0.84999983333333329,1013.3194443333333
2016-01-01,5,2016,1,41.2,28.0,1015.1,9.8,10.2,17.1,24.1,44.1,37.4,0.43,999.9,0,393,9.8305553333333382,148.06145825000013,0.6576390000000002,1012.1527776666669
2016-01-02,6,2016,1,37.7,22.9,1014.3,10.0,12.5,19.0,25.1,44.1,34.0,0.03,999.9,0,422,13.734722333333332,144.02291650000004,1.0881944999999997,1012.0
2016-01-03,7,2016,1,44.4,29.4,1010.4,10.0,15.5,22.9,33.0,52.0,34.0,0.0,999.9,0,432,18.773611333333339,134.09479150000018,1.7493056666666671,1006.3472219999998
2016-01-04,1,2016,1,38.2,27.4,1011.5,10.0,13.5,24.1,31.1,52.0,34.0,0.0,999.9,0,601,11.128888666666667,125.06250000000007,1.2124008333333334,1013.1111109999996
2016-01-05,2,2016,1,27.7,18.1,1028.5,7.9,20.3,28.9,39.0,43.0,24.1,0.0,999.9,0,640,22.639254333333344,101.48124999999996,2.0895833333333345,1029.5000000000005
2016-01-06,3,2016,1,33.5,19.3,1033.1,10.0,8.3,17.1,999.9,45.0,21.0,0.0,999.9,0,625,41.90416666666669,113.31354149999994,3.6474298333333319,1027.9861110000004
2016-01-07,4,2016,1,40.5,29.9,1026.9,10.0,6.8,13.0,999.9,46.9,24.1,0.0,999.9,0,542,50.368055666666663,90.178124999999966,5.7500000000000027,1020.8194443333333
2016-01-08,5,2016,1,41.3,33.1,1022.3,9.9,11.8,20.0,28.0,48.0,30.9,0.0,999.9,0,602,26.01149,44.345833500000012,1.7319443333333335,1017.7916663333334
2016-01-09,6,2016,1,45.9,38.6,1022.7,10.0,9.3,15.9,21.0,50.0,30.9,0.0,999.9,0,554,13.734166666666667,73.347916499999968,0.64583350000000039,1016.5833329999999
2016-01-10,7,2016,1,51.3,49.0,1012.0,4.9,16.2,34.0,41.0,57.9,44.1,0.0,999.9,1,462,8.76666666666666,95.471874999999983,0.51319433333333342,997.1388890000004
2016-01-11,1,2016,1,43.2,30.5,1005.5,8.4,17.5,24.1,31.1,57.9,35.1,2.17,999.9,1,680,12.616244000000004,148.0291665,1.2219876666666669,1007.791667
2016-01-12,2,2016,1,33.0,19.1,1015.4,10.0,7.9,14.0,999.9,50.0,19.9,0.0,999.9,0,637,26.324206333333326,112.77604175000006,1.835416666666666,1006.2638890000005
2016-01-13,3,2016,1,32.9,18.2,1005.8,9.6,18.0,32.1,42.0,43.0,19.9,0.13,999.9,0,605,13.752777666666667,148.00104150000007,1.5347221666666664,1008.5972223333332
2016-01-14,4,2016,1,28.9,14.7,1013.1,8.1,11.4,20.0,27.0,37.9,27.0,0.01,999.9,0,597,26.790277666666665,124.99791674999997,3.2604166666666665,1009.1805556666668
2016-01-15,5,2016,1,36.5,25.6,1014.8,10.0,7.2,13.0,999.9,45.0,24.1,0.0,999.9,0,722,35.499999999999993,74.06458324999997,2.5333333333333337,1005.4722223333333
2016-01-16,6,2016,1,45.7,42.5,999.0,7.3,15.7,32.1,42.0,51.1,39.9,1.3,999.9,0,563,16.823863666666668,128.22083350000008,0.95644833333333412,995.70833333333348
2016-01-17,7,2016,1,40.2,32.3,1007.3,9.2,7.7,12.0,18.1,51.1,36.0,0.77,999.9,0,451,13.908333333333331,97.006250000000023,1.1083333333333341,1003.7916666666663
2016-01-18,1,2016,1,34.4,24.9,1002.2,8.8,15.3,27.0,35.0,44.1,26.1,0.45,999.9,0,481,12.593055333333336,151.88854175,1.5194445000000005,1004.708333333333
2016-01-19,2,2016,1,25.5,4.8,1007.1,10.0,21.7,27.0,38.1,37.9,21.9,0.02,999.9,0,662,13.238636333333341,164.44999999999996,1.7127074999999998,1011.6527776666661
2016-01-20,3,2016,1,29.4,11.2,1014.4,10.0,18.9,27.0,36.9,37.0,21.9,0.0,999.9,0,623,17.398610999999988,163.40208349999997,1.6792839999999996,1015.5694443333331
2016-01-21,4,2016,1,30.9,10.8,1015.8,10.0,14.5,20.0,27.0,37.0,25.0,0.0,999.9,0,666,15.705204666666649,150.83895825000013,1.7482703333333331,1015.7083333333335
2016-01-22,5,2016,1,28.0,11.8,1020.4,10.0,13.1,22.0,29.9,35.1,21.9,0.0,999.9,0,702,15.126389,141.66041650000003,1.3402776666666667,1018.3611109999999
2016-01-23,6,2016,1,34.6,25.4,1014.3,6.1,17.5,32.1,52.1,37.9,21.9,0.0,999.9,1,402,10.163888666666669,74.229861000000071,1.068055666666667,1002.4861110000003
2016-01-24,7,2016,1,34.5,27.9,1005.7,6.3,25.6,36.9,49.0,37.9,33.1,0.37,999.9,0,517,19.230555333333335,169.84569749999983,2.1687500000000011,1008.7222223333333
2016-01-25,1,2016,1,33.5,21.2,1021.4,10.0,6.5,8.9,999.9,37.9,30.0,0.02,999.9,0,658,40.319082333333313,105.28125025000003,2.7071880000000004,1019.4444443333336
2016-01-26,2,2016,1,42.2,36.4,1021.5,9.1,11.1,17.1,999.9,48.2,28.9,0.0,999.9,0,734,39.780555666666665,109.20708324999997,2.0258298333333338,1012.5277776666663
2016-01-27,3,2016,1,43.0,36.7,1014.0,7.5,9.4,15.0,999.9,48.0,36.0,0.0,999.9,0,670,24.676665000000011,157.01541674999999,1.6659721666666665,1012.3611109999999
2016-01-28,4,2016,1,35.0,24.4,1016.1,10.0,4.3,8.9,999.9,46.0,23.0,0.09,999.9,0,681,37.871497666666649,103.666875,2.2927751666666669,1008.3611110000006
2016-01-29,5,2016,1,41.3,36.8,999.4,10.0,5.9,9.9,999.9,45.0,23.0,0.0,999.9,0,645,27.536111333333338,141.40104175000008,1.9394569999999995,996.819444666667
2016-01-30,6,2016,1,37.8,27.3,1011.0,10.0,11.6,15.0,22.9,45.0,34.0,0.0,999.9,0,596,20.431944666666674,130.26019675000006,1.6055555,1011.5350243333335
2016-01-31,7,2016,1,45.0,39.0,1014.8,8.6,12.5,17.1,24.1,50.0,34.0,0.0,999.9,0,532,34.847222333333335,111.34270825000003,1.9902778333333335,1008.2361110000008
2016-02-01,1,2016,2,47.6,43.1,1009.6,6.9,11.8,15.9,22.0,52.0,43.0,0.0,999.9,0,716,31.202777666666666,136.08049250000013,1.8746031666666672,1006.2777776666667
2016-02-02,2,2016,2,43.2,32.2,1021.5,10.0,6.5,14.0,999.9,52.0,34.0,0.07,999.9,0,711,28.465277666666676,121.18541650000003,1.86875,1020.8472223333333
2016-02-03,3,2016,2,42.6,37.8,1025.6,9.5,11.9,21.0,999.9,51.1,30.9,0.0,999.9,0,579,27.248611333333326,93.145456,0.8152776666666669,1013.6944443333333
2016-02-04,4,2016,2,51.6,49.4,1015.2,3.1,13.0,21.0,28.0,54.0,35.1,0.75,999.9,1,609,19.40916666666666,115.78020850000004,0.98055550000000014,1011.0972223333332
2016-02-05,5,2016,2,40.8,38.4,1012.4,3.5,17.9,31.1,44.1,54.0,32.0,1.44,999.9,1,607,13.408333333333333,137.91562499999992,1.1305554999999992,1015.8611113333334
2016-02-06,6,2016,2,32.3,23.3,1026.1,9.9,12.1,28.0,35.0,45.0,28.0,1.05,999.9,0,553,23.874853999999996,132.79062499999998,1.5008151666666665,1022.6666666666669
2016-02-07,7,2016,2,38.7,30.1,1022.3,10.0,6.7,12.0,999.9,44.1,28.0,0.0,999.9,0,423,28.036111,89.858333249999987,2.4055554999999997,1015.0138890000004
2016-02-08,1,2016,2,36.4,31.4,1009.0,3.8,25.8,38.1,49.9,44.1,32.0,0.15,999.9,1,501,12.047403333333328,50.05625,0.83836583333333359,1003.597222
2016-02-09,2,2016,2,33.1,27.8,1003.6,8.1,11.5,21.0,28.0,42.1,30.9,0.06,999.9,0,571,21.522222333333335,70.678125000000009,0.808333166666667,998.94444433333331
2016-02-10,3,2016,2,33.5,28.0,1002.2,9.1,4.2,8.9,999.9,37.9,28.0,0.0,999.9,0,537,24.615277666666653,137.56145824999996,1.6972221666666656,998.90277766666657
2016-02-11,4,2016,2,31.5,21.3,1005.7,9.5,11.2,21.0,31.1,37.9,23.0,0.01,999.9,0,622,10.991540333333331,159.14791699999995,1.1846953333333328,1008.374999666667
2016-02-12,5,2016,2,19.3,4.2,1019.2,10.0,14.0,24.1,35.9,36.0,15.1,0.0,999.9,0,628,19.512752666666664,140.4718749999999,1.6047348333333318,1015.25
2016-02-13,6,2016,2,23.5,11.8,1011.5,7.4,12.2,24.1,29.9,27.0,12.9,0.0,999.9,0,480,12.622221999999997,153.98958325000018,2.2708334999999997,1013.2916669999998
2016-02-14,7,2016,2,5.8,-6.7,1024.1,8.5,16.3,22.9,36.9,27.0,-2.0,0.0,999.9,0,309,11.672222333333334,143.68541674999997,2.2729168333333369,1027.1111110000008
2016-02-15,1,2016,2,18.6,7.0,1034.4,9.3,6.0,18.1,999.9,35.6,8.1,0.0,999.9,0,291,30.272222333333339,71.83750000000002,2.1743055000000004,1024.6111110000004
2016-02-16,2,2016,2,44.5,41.7,1018.9,4.8,18.5,26.0,38.1,50.0,36.0,0.02,999.9,1,615,20.245509666666674,109.0524455,0.76534033333333329,1002.9999996666667
2016-02-17,3,2016,2,41.5,35.8,1011.9,6.2,12.0,17.1,22.0,50.0,35.1,1.02,999.9,1,525,15.615555333333333,156.36250024999993,0.74176600000000015,1011.0833333333333
2016-02-18,4,2016,2,36.0,23.1,1023.3,10.0,12.5,18.1,25.1,44.1,32.0,0.0,999.9,0,592,12.898610999999999,132.7895835,0.91597216666666659,1024.3749999999998
2016-02-19,5,2016,2,34.7,21.7,1031.3,10.0,10.7,18.1,24.1,39.9,32.0,0.0,999.9,0,532,21.762500000000003,81.425000249999982,0.9756944999999998,1026.3055553333334
2016-02-20,6,2016,2,42.8,36.4,1018.4,8.8,12.5,15.9,21.0,48.9,32.0,0.03,999.9,0,555,19.725000000000009,114.28854174999998,0.88194433333333289,1008.9444443333334
2016-02-21,7,2016,2,46.8,38.5,1010.7,8.4,11.2,14.0,999.9,54.0,39.0,0.0,999.9,0,481,20.343055333333343,116.19895825,1.0736111666666672,1008.3472219999994
2016-02-22,1,2016,2,41.8,31.7,1017.1,10.0,9.2,15.9,22.9,54.0,32.0,0.07,999.9,0,615,17.832789999999996,98.808514500000044,0.80594333333333312,1015.4861113333333
2016-02-23,2,2016,2,36.5,26.3,1028.2,10.0,9.9,15.9,22.9,45.0,28.9,0.04,999.9,0,623,11.865277999999996,42.318303250000007,0.2423611666666666,1020.1249999999997
2016-02-24,3,2016,2,46.9,43.7,1020.0,6.0,12.7,17.1,22.9,53.6,41.0,0.03,999.9,0,660,14.422221999999996,75.638904250000039,0.092361166666666675,1005.1111110000002
2016-02-25,4,2016,2,51.0,47.1,995.4,4.2,20.9,29.9,38.1,57.2,45.0,0.18,999.9,1,663,15.120039666666671,119.11041699999996,0.33839283333333325,988.7916666666664
2016-02-26,5,2016,2,40.2,23.9,1001.8,9.5,20.8,29.9,36.9,57.0,35.1,0.04,999.9,0,476,9.5054296666666644,160.60937500000006,0.93888883333333328,1006.2777779999997
2016-02-27,6,2016,2,30.7,11.4,1016.4,10.0,11.6,21.0,27.0,42.1,25.0,0.0,999.9,0,388,14.75555566666667,128.99374974999995,0.92777766666666661,1013.0555556666665
2016-02-28,7,2016,2,42.8,31.7,1013.4,10.0,16.6,21.0,27.0,48.9,25.0,0.0,999.9,0,509,21.812500000000004,110.68020799999996,1.2645833333333336,1007.7777776666668
2016-02-29,1,2016,2,47.8,40.9,1006.4,7.2,17.0,21.0,27.0,54.0,39.9,0.0,999.9,0,616,25.809719999999995,114.47083324999998,0.96134899999999979,1001.5416666666667
2016-03-01,2,2016,3,43.2,29.0,1016.6,9.3,12.1,17.1,22.9,54.0,39.0,0.0,999.9,0,662,14.77916666666666,104.27083324999997,0.65763883333333328,1012.0138886666665
2016-03-02,3,2016,3,45.7,38.8,1008.2,6.8,18.2,25.1,31.1,52.0,37.0,0.15,999.9,0,653,10.484722333333332,150.41619325000005,0.84583333333333266,1002.2083333333337
2016-03-03,4,2016,3,29.9,11.8,1019.2,10.0,12.2,19.0,28.9,36.0,25.0,0.14,999.9,0,625,13.549537000000008,131.92980075000011,0.8978535,1018.2083333333337
2016-03-04,5,2016,3,33.9,26.2,1021.7,6.9,8.5,24.1,33.0,39.0,25.0,0.0,999.9,0,685,16.647222333333332,86.995199,0.68958333333333288,1014.2500000000001
2016-03-05,6,2016,3,34.8,22.6,1017.4,9.1,20.8,32.1,42.0,39.0,30.0,0.37,999.9,0,601,15.970833333333331,125.09270824999996,0.92013883333333313,1016.9305553333335
2016-03-06,7,2016,3,33.2,18.7,1024.3,10.0,3.1,8.0,999.9,41.0,23.0,0.0,999.9,0,500,22.124999999999993,79.637500249999974,1.2194443333333327,1020.2222220000001
2016-03-07,1,2016,3,36.8,26.1,1023.5,9.9,9.0,18.1,999.9,46.0,23.0,0.0,999.9,0,571,30.239646666666676,112.13645825,1.7860118333333328,1016.4166666666664
2016-03-08,2,2016,3,44.4,36.5,1019.8,8.8,8.5,13.0,999.9,51.1,26.1,0.0,999.9,0,632,34.815278000000006,103.31609824999994,1.8361111666666667,1015.9722223333333
2016-03-09,3,2016,3,46.4,41.8,1020.9,8.0,9.4,14.0,999.9,55.0,37.9,0.0,999.9,0,660,43.498755333333349,106.26770825000001,1.6635101666666665,1014.2222223333332
2016-03-10,4,2016,3,49.6,43.8,1014.8,7.6,10.9,15.9,999.9,62.1,41.0,0.0,999.9,0,629,32.168055666666682,119.69062499999994,1.5472221666666663,1010.0833333333337
2016-03-11,5,2016,3,46.8,42.9,1013.9,7.6,10.1,18.1,22.9,62.1,39.9,0.15,999.9,1,672,11.793055666666667,157.21666674999989,0.35624999999999973,1015.5555553333336
2016-03-12,6,2016,3,41.2,35.4,1024.0,8.8,6.6,14.0,999.9,55.0,30.9,0.02,999.9,0,625,17.556944333333352,109.76814675000001,0.60694449999999933,1018.8055556666659
2016-03-13,7,2016,3,50.1,35.2,1015.2,10.0,11.8,15.9,22.9,57.9,30.9,0.0,999.9,0,435,19.408333333333328,109.12500000000003,0.97916683333333365,1013.361111
2016-03-14,1,2016,3,43.8,33.8,1022.8,9.5,12.3,20.0,28.9,46.0,41.0,0.0,999.9,0,640,10.268849000000003,57.42395825,0.20099216666666658,1013.3472223333332
2016-03-15,2,2016,3,48.3,45.7,1010.6,3.4,17.3,25.1,35.0,54.0,41.0,0.57,999.9,1,608,19.032341333333328,117.52812500000002,0.4601880000000001,1004.888889
2016-03-16,3,2016,3,45.2,41.9,1007.8,7.7,15.7,24.1,29.9,51.1,43.0,0.18,999.9,1,629,27.958333333333321,112.410417,0.92961633333333327,1005.8055556666665
2016-03-17,4,2016,3,45.4,42.5,1008.2,5.9,8.5,15.0,999.9,48.9,42.8,0.01,999.9,0,612,24.666666666666654,128.86168475000005,0.71250000000000036,1005.6666666666666
2016-03-18,5,2016,3,47.0,37.0,1006.7,9.9,12.3,20.0,29.9,54.0,39.0,0.0,999.9,0,644,12.99722233333334,143.42564099999998,0.46240083333333326,1001.6979167499996
2016-03-19,6,2016,3,40.0,21.4,1016.0,10.0,10.0,15.0,20.0,54.0,35.1,0.0,999.9,0,540,11.272221999999994,147.83437500000005,0.5055555,1010.0036762500001
