day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
5,2019,4,26,04/26/2019,46.8,44.2,1011.9,7,13.9,24.1,31.1,55,39.9,0,999.9,1,500
4,2017,4,6,04/06/2017,41.9,38.5,1013.6,7.9,12.9,24.1,29.9,51.8,39,0,999.9,1,713
7,2017,4,2,04/02/2017,39.7,33,1015.1,9.3,14.7,24.1,35.9,46.9,37,1.45,999.9,0,514
7,2020,4,19,04/19/2020,44.3,35.7,1010.1,10,14.9,24.1,28.9,52,37,0.05,999.9,0,102
2,2019,4,16,04/16/2019,47.1,32.1,1007.6,10,18.3,24.1,33,57,42.1,0.58,999.9,0,638
3,2020,4,1,04/01/2020,39.9,30.6,1009.5,10,15.5,25.1,34,44.1,34,0,999.9,1,154
6,2013,4,20,04/20/2013,52.7,49.6,1012.4,3.6,15.2,25.1,39,57.2,46.9,0.62,999.9,1,532
4,2020,4,2,04/02/2020,42,38,998,9.4,21.7,25.1,33,45,37.9,0.15,999.9,1,166
5,2018,4,13,04/13/2018,47.7,45.3,1013.5,6.7,15.4,25.1,32.1,51.1,37,0.02,999.9,1,755
5,2017,4,7,04/07/2017,47.8,42.6,994.7,6.9,14.9,25.1,34,54,39,0.12,999.9,1,694
3,2017,4,26,04/26/2017,53.1,51.8,1011.6,1.1,17.9,25.1,34,55.4,50,0.76,999.9,1,630
3,2013,4,3,04/03/2013,42.6,15.7,1015.8,10,17,25.1,34,51.1,33.8,0,999.9,0,532
3,2014,4,16,04/16/2014,42.9,32.6,1021.9,7.9,19.2,25.1,46,57.9,35.1,0.71,999.9,0,570
3,2018,4,4,04/04/2018,47.3,46.9,1005.1,3.5,15.7,26,34,55.9,39.2,0.39,999.9,1,554
1,2013,4,1,04/01/2013,47,42.9,1005.8,6.8,16.3,26,34,51.1,44.1,0.18,999.9,0,479
3,2018,4,25,04/25/2018,49.2,48.2,1019.5,7.1,15.1,26,35.9,55,35.1,0.01,999.9,0,626
4,2014,4,24,04/24/2014,49.6,28.7,1002.9,10,19.1,26,34,57,44.1,0.12,999.9,0,586
4,2016,4,14,04/14/2016,44,32.4,1026.1,10,15.8,26,33,52,35.1,0,999.9,0,674
5,2013,4,12,04/12/2013,43.6,35.7,1018.6,7.7,13.8,26,35.9,51.8,39.2,0.01,999.9,0,649
2,2014,4,1,04/01/2014,37.1,29.8,1015.3,9.3,17.6,26,35.9,42.8,33.8,0.03,999.9,0,549
3,2018,4,18,04/18/2018,41.9,34.1,1005.6,10,16.6,26,34,50,37,0.05,999.9,0,662
2,2015,4,21,04/21/2015,51.5,48.6,1004,3.6,14.3,26,35,55.9,39.9,0.32,999.9,1,645
2,2015,4,28,04/28/2015,46,35.9,1004.1,9.8,15.7,26,33,57,41,0.02,999.9,0,613
6,2015,4,4,04/04/2015,47.3,39.1,1004.1,4.8,13.7,26,35,57,41,0.27,999.9,1,507
5,2016,4,15,04/15/2016,46.4,28.4,1027.7,10,17.6,26,35,53.1,39.9,0,999.9,0,733
5,2018,4,6,04/06/2018,38,25.2,1019,9.4,12.2,27,36.9,46.9,28.9,0,999.9,0,515
6,2019,4,27,04/27/2019,52.9,46.5,998.5,6.6,19.3,28,36.9,57,44.1,1.04,999.9,1,526
3,2013,4,24,04/24/2013,47.5,43.6,1012.9,7,19.2,28,36.9,52,44.6,1.77,999.9,0,598
2,2016,4,5,04/05/2016,35.1,23.5,1019.3,9.8,19.5,28,34,45,30.9,0,999.9,0,672
6,2016,4,16,04/16/2016,44.3,33.2,1028.2,10,22.9,28.9,38.1,46.9,42.8,0,999.9,0,678
1,2015,4,20,04/20/2015,45.2,40.7,1019.6,8.5,16.2,28.9,38.1,52,39.9,0,999.9,0,630
2,2020,4,14,04/14/2020,50.5,42.1,1013.3,7.5,11.9,28.9,41,57,43,0.22,999.9,0,135
4,2020,4,9,04/09/2020,43,41.5,994.5,5.7,11.6,28.9,46,51.1,30,0.27,999.9,1,102
2,2017,4,4,04/04/2017,42.9,38,1015.3,6.3,16.3,29.9,40,54,32,0.03,999.9,1,598
3,2020,4,22,04/22/2020,42,25.3,1005.6,10,17.3,29.9,39,51.1,28.9,0.23,999.9,0,148
5,2016,4,1,04/01/2016,54.8,52.5,1007,2.2,18.2,29.9,39,59,46,0.01,999.9,1,702
5,2020,4,10,04/10/2020,45.1,30.4,990,10,19.3,29.9,38.1,51.1,30,0,999.9,1,115
5,2016,4,8,04/08/2016,49.7,43.2,1001.5,7.3,15.9,29.9,46,57,44.1,0.44,999.9,0,696
1,2018,4,16,04/16/2018,44.7,44.7,1019.3,2.6,21.6,31.1,36.9,53.1,37,0.11,999.9,1,741
2,2020,4,28,04/28/2020,41.8,28.8,1016.4,8.7,18.8,31.1,38.1,50,39,0.13,999.9,1,185
3,2019,4,3,04/03/2019,43.7,38.8,1013.4,6.6,21.6,31.1,42.9,48.9,39.9,2.28,999.9,0,613
4,2016,4,7,04/07/2016,50.9,44.8,1013.6,7.6,21.9,32.1,40,57,32,99.99,999.9,0,630
6,2017,4,1,04/01/2017,39.8,36.9,1005.9,3.3,24.2,33,44.1,44.1,35.1,1.43,999.9,0,591
7,2016,4,3,04/03/2016,41.7,32.9,1000.2,8.3,17.5,35.9,51.1,53.1,33.1,1.12,999.9,0,585
2,2020,5,26,05/26/2020,58.2,56,1022.9,5.8,4.6,8,999.9,69.1,50,0,999.9,1,222
4,2020,5,28,05/28/2020,60.2,57.5,1024,6.6,8.4,13,999.9,66.9,53.1,0.01,999.9,1,209
4,2020,5,21,05/21/2020,48.3,42.3,1029.6,9.6,6.3,13,999.9,57,36,0,999.9,0,211
1,2020,5,25,05/25/2020,56,52.4,1023.7,8.6,9.9,14,20,66,48.9,0,999.9,0,214
5,2020,5,15,05/15/2020,54.1,50.2,1016.4,8.6,9.5,14,999.9,62.1,39.9,0.16,999.9,1,241
3,2020,5,6,05/06/2020,45.6,37.8,1012,10,6.8,14,18.1,57,37,0,999.9,1,184
6,2020,5,16,05/16/2020,57.6,50.3,1014.8,8.2,14.1,19,27,70,50,0.15,999.9,1,216
2,2020,5,5,05/05/2020,51.5,36.4,1008.2,10,11.6,19,24.1,69.1,46,0.03,999.9,1,173
6,2020,5,23,05/23/2020,56.4,55,1017,4.1,9.7,21,28,66.2,48,0,999.9,1,193
6,2020,5,2,05/02/2020,51.4,43,1009.9,7.8,13.8,21,31.1,61,43,0.35,999.9,1,188
7,2020,5,31,05/31/2020,61.5,48.6,1013.1,9.8,11.7,21,25.1,66.9,55,0.03,999.9,0,207
7,2020,5,10,05/10/2020,46,27,1014.8,10,21.6,26,35.9,54,37.9,0,999.9,0,161
5,2020,5,1,05/01/2020,51.3,49.1,1011.6,4.9,15.8,26,35.9,55.9,43,0.45,999.9,1,186
6,2020,5,9,05/09/2020,46.2,33.2,1002.3,9.4,18.6,28,41,55.9,39.9,0.18,999.9,1,147
2,2013,5,7,05/07/2013,54.4,49.9,1021.9,4.4,4.5,8,999.9,66.9,46,0,999.9,1,592
4,2018,5,17,05/17/2018,54.1,54.1,1016.7,5.3,3.6,8,999.9,62.1,50,0.32,999.9,1,732
3,2019,5,1,05/01/2019,46.9,39.2,1030,10,4.7,8.9,999.9,55,39.9,0,999.9,0,599
1,2013,5,6,05/06/2013,49.2,43.4,1024.3,5.1,5.5,8.9,999.9,61,44.1,0,999.9,1,561
2,2018,5,22,05/22/2018,54.6,49.5,1021.1,10,7,8.9,999.9,69.1,48,0,999.9,0,689
3,2020,5,27,05/27/2020,57.4,56.2,1024.4,2,5.6,8.9,999.9,69.1,53.1,0,999.9,1,239
4,2016,5,12,05/12/2016,55.2,45.5,1020,9.4,4.4,8.9,999.9,68,42.1,0,999.9,0,744
2,2017,5,9,05/09/2017,48.3,34.9,1014.8,10,6.2,8.9,999.9,55,39.9,0,999.9,0,651
7,2014,5,25,05/25/2014,53.7,44.4,1018.2,10,5.4,8.9,999.9,59,48,0,999.9,0,472
5,2014,5,30,05/30/2014,49.7,42.2,1019.4,10,5.7,9.9,999.9,57.9,41,0,999.9,0,650
6,2017,5,27,05/27/2017,57.5,48.6,1011.4,10,7.2,9.9,999.9,63,51.1,0.03,999.9,0,475
1,2020,5,18,05/18/2020,52.5,45.9,1022.7,10,5.7,9.9,999.9,61,41,0,999.9,0,185
5,2015,5,29,05/29/2015,65.4,57.4,1024.6,9.2,5.7,9.9,999.9,75.9,60.1,0,999.9,0,813
1,2018,5,14,05/14/2018,50.5,49.6,1016.9,6.4,5.5,9.9,999.9,57,48,0,999.9,1,689
6,2016,5,21,05/21/2016,55.7,48.8,1021,9.7,6.5,9.9,999.9,70,46,0,999.9,0,568
3,2014,5,21,05/21/2014,56.3,47.6,1014.9,10,6,9.9,999.9,68,45,0,999.9,0,575
3,2013,5,1,05/01/2013,49.9,41.4,1030.2,7.4,7,9.9,999.9,60.8,39.9,0,999.9,1,576
4,2018,5,31,05/31/2018,55.1,54.6,1019.2,3.7,6.5,9.9,999.9,69.1,50,0,999.9,1,698
2,2013,5,28,05/28/2013,56.6,49.6,1023.2,9.9,6.4,11.1,999.9,63,46.9,0,999.9,0,686
2,2017,5,30,05/30/2017,53.5,49.6,1021,8.1,7.9,11.1,999.9,61,50,0.01,999.9,0,647
3,2014,5,7,05/07/2014,51.6,38.3,1019.8,10,6.8,11.1,999.9,60.1,46,0,999.9,0,603
3,2017,5,31,05/31/2017,55.4,53.1,1017.8,3.6,7.8,11.1,999.9,62.1,50,0.01,999.9,1,669
6,2015,5,16,05/16/2015,55.5,50.3,1023.7,9.9,7.5,11.1,999.9,64,48,0,999.9,0,650
2,2018,5,8,05/08/2018,48.4,46.3,1024.3,4.9,6.9,11.1,999.9,60.1,39,0,999.9,1,736
7,2018,5,6,05/06/2018,52.5,49.7,1018.6,8.1,6.9,11.1,999.9,66,48.9,0,999.9,1,495
7,2020,5,17,05/17/2020,49.4,42.9,1025.8,10,7,11.1,999.9,54,41,0,999.9,0,171
2,2014,5,6,05/06/2014,52.2,40.5,1011.1,9.6,5.7,11.1,999.9,59,46.9,0.01,999.9,0,565
6,2015,5,9,05/09/2015,54.3,50.9,1026.1,4.4,6.4,11.1,999.9,64.9,46.9,0,999.9,1,560
7,2015,5,3,05/03/2015,44.5,38,1019,9.9,5.3,11.1,999.9,53.1,32,0,999.9,1,555
5,2016,5,27,05/27/2016,60,55.8,1020,6.5,8.2,12,999.9,78.1,55.9,0,999.9,1,767
6,2016,5,14,05/14/2016,59.4,54,1006.2,6.9,8.1,12,999.9,70,45,0.1,999.9,1,589
1,2018,5,21,05/21/2018,60.9,51,1019,9.5,8.7,12,999.9,69.1,52,0.03,999.9,0,626
6,2013,5,18,05/18/2013,54.6,45.2,1025.3,10,5.1,12,999.9,64,44.1,0,999.9,0,506
5,2014,5,23,05/23/2014,54.9,48.6,1012.4,10,7.3,12,15.9,62.1,50,0.02,999.9,0,660
4,2014,5,8,05/08/2014,52,43.4,1022.3,9.6,7.5,12,999.9,62.1,46,0,999.9,0,596
3,2016,5,11,05/11/2016,55.6,42.2,1020.2,10,7.6,12,999.9,66,39.9,0,999.9,0,699
5,2016,5,20,05/20/2016,56.4,47.9,1021.7,10,6.6,12,999.9,70,46,0,999.9,0,782
4,2016,5,19,05/19/2016,53.9,44.5,1019.1,10,6.7,12,15,63,45,0.05,999.9,0,694
7,2017,5,28,05/28/2017,51.8,46.1,1015.5,9.4,6.1,12,999.9,63,45,0,999.9,0,475
7,2013,5,19,05/19/2013,56.3,49.4,1027.4,9.3,6.6,12,999.9,63,46.9,0,999.9,0,544
4,2014,5,22,05/22/2014,50.3,46.2,1013.1,8.6,6,13,999.9,57,46,0,999.9,1,593
6,2014,5,3,05/03/2014,50.9,41.1,1010.3,9.1,6.4,13,999.9,61,41,0.01,999.9,0,590
4,2015,5,14,05/14/2015,54,39.9,1025.2,10,6.9,13,999.9,66.9,45,0,999.9,0,654
4,2019,5,30,05/30/2019,51.3,48.8,1009.2,8.5,6.4,13,999.9,57.2,48.2,0.42,999.9,1,625
2,2019,5,7,05/07/2019,48.3,42.8,1021.2,10,7.8,13,999.9,55.9,37,0.25,999.9,0,647
2,2015,5,19,05/19/2015,51.4,49.9,1015.7,2.3,8.6,13,999.9,61,46,0,999.9,1,606
3,2013,5,22,05/22/2013,57.8,55.1,1013.8,2.5,7.1,13,17.1,64,53.1,0,999.9,1,570
7,2019,5,5,05/05/2019,46.9,45.9,1011.4,6.8,9.6,13,18.1,60.1,46,0.08,999.9,1,529
6,2019,5,4,05/04/2019,51.3,50.5,1012.8,4.3,6.4,13,999.9,60.1,44.1,0.08,999.9,1,553
6,2018,5,12,05/12/2018,48.9,46.2,1021.1,9.5,7.3,13,999.9,52,45,0,999.9,0,602
5,2015,5,15,05/15/2015,54.4,46.4,1025.7,10,9.7,13,999.9,64.9,46.9,0,999.9,0,723
7,2016,5,29,05/29/2016,64.6,58.2,1021.1,10,7.7,13,999.9,75,59,0,999.9,0,566
4,2019,5,16,05/16/2019,53.3,47.6,1010.2,10,8.2,13,999.9,64,43,0,999.9,0,642
3,2015,5,6,05/06/2015,55.3,42.1,1023.9,9.7,6.8,13,999.9,71.1,46.9,0,999.9,0,568
5,2013,5,10,05/10/2013,56.1,51,1014.8,5.7,8.3,13,999.9,66,51.1,0,999.9,1,698
1,2014,5,12,05/12/2014,57.8,46.2,1018.5,9.8,9.1,13,17.1,70,48.9,0.23,999.9,0,581
5,2013,5,31,05/31/2013,62,56.8,1018.5,6.7,9,13,999.9,69.1,57,0.02,999.9,0,736
3,2017,5,10,05/10/2017,48.7,38.4,1015.4,9.9,4.5,13,15.9,57,39.9,0.02,999.9,0,668
1,2017,5,22,05/22/2017,51.4,40.5,1023.3,9.5,8.2,13,999.9,63,41,0,999.9,0,719
7,2016,5,1,05/01/2016,45.2,36.3,1024,9.7,6.1,13,999.9,55,37,0,999.9,0,484
1,2015,5,4,05/04/2015,52.2,47.2,1023.4,9.9,8.8,14,20,60.1,32,0,999.9,0,641
4,2015,5,7,05/07/2015,55.9,42.3,1022.4,9.8,7.2,14,999.9,70,42.1,0,999.9,0,684
2,2016,5,3,05/03/2016,48.2,45,1011.7,8.2,9,14,999.9,54,46.4,0.04,999.9,0,711
4,2019,5,2,05/02/2019,49.4,46.5,1022.4,8.2,10.6,14,999.9,55.9,39.9,0.01,999.9,1,668
4,2015,5,21,05/21/2015,54.8,41.1,1014.1,10,7.7,14,19,64.9,48,0,999.9,0,615
2,2013,5,21,05/21/2013,58,55.5,1014.3,0.3,7.8,14,999.9,61,55.4,0.24,999.9,1,697
4,2013,5,2,05/02/2013,49.9,42,1030.3,9.5,5,14,20,62.1,37.9,0,999.9,0,585
2,2018,5,1,05/01/2018,48.4,43.7,1015.9,10,7.6,14,20,57,41,0.01,999.9,0,713
5,2014,5,9,05/09/2014,51.5,44.5,1022.6,8.7,6.7,14,999.9,55.9,44.6,0,999.9,1,584
7,2017,5,21,05/21/2017,52.7,37.3,1027.6,10,6.8,14,999.9,63,41,0,999.9,0,618
7,2019,5,12,05/12/2019,45.7,41.4,1016.3,7.6,8.6,14,21,64.9,41,0.09,999.9,0,589
3,2018,5,30,05/30/2018,59.2,54.2,1021.3,6.4,7.5,14,999.9,77,50,0,999.9,1,708
5,2016,5,13,05/13/2016,55.5,51.7,1014.8,6.6,8.3,14,999.9,68,42.1,0,999.9,1,766
6,2014,5,10,05/10/2014,54.8,49.9,1015.2,7.1,11.1,14,20,57.9,51.8,0,999.9,1,549
7,2018,5,13,05/13/2018,49.7,48.5,1020.2,9.7,8.6,14,17.1,54,43,0.09,999.9,0,529
3,2018,5,16,05/16/2018,55.3,53.8,1018.9,9.3,8.5,14,17.1,60.1,50,0.02,999.9,0,686
5,2015,5,8,05/08/2015,52.4,47.8,1021.8,7.1,8.8,14,999.9,70,42.1,0,999.9,1,709
1,2014,5,5,05/05/2014,53.7,40,1005.8,10,10.2,14,22.9,61,48,0,999.9,0,618
3,2018,5,9,05/09/2018,51.2,50.1,1021.8,4,7.7,14,17.1,61,46.9,0,999.9,1,711
7,2016,5,8,05/08/2016,48.5,46.1,1005.4,2.9,9.6,14,999.9,66,45,0,999.9,1,591
3,2016,5,25,05/25/2016,57.9,53.4,1015.7,7.7,8.7,14,999.9,64,51.1,0.01,999.9,0,733
4,2013,5,9,05/09/2013,57.2,53.6,1015.2,5,6.2,14,999.9,62.6,53.6,0.01,999.9,1,602
6,2016,5,7,05/07/2016,52.5,48.8,1008.9,5.1,8.1,14,21,66,44.1,0,999.9,1,571
7,2014,5,18,05/18/2014,56.5,46.1,1017.6,9.8,8.5,15,20,63,50,0.43,999.9,0,507
3,2014,5,14,05/14/2014,51.2,44.3,1026.5,10,9.8,15,999.9,59,45,0,999.9,0,638
5,2014,5,16,05/16/2014,58.3,52.8,1021.6,9.1,11.8,15,22,64.9,54,0,999.9,0,700
5,2014,5,2,05/02/2014,51.9,44.7,1006.4,6.4,10.2,15,999.9,61,46.4,0.21,999.9,1,698
6,2015,5,30,05/30/2015,63.3,59.9,1023.5,4.2,8.5,15,999.9,75.9,57.9,0,999.9,1,622
3,2018,5,23,05/23/2018,57.3,55.7,1012.9,6.9,7,15,999.9,68,50,0.24,999.9,1,729
7,2013,5,5,05/05/2013,47.8,39.9,1025.3,9.7,10.1,15,20,55.9,42.1,0,999.9,0,515
5,2019,5,31,05/31/2019,58.2,56.1,1006.5,4.7,8.4,15,17.1,72,48.9,0.48,999.9,1,765
4,2016,5,26,05/26/2016,65.7,53.9,1018.1,9.7,7.7,15,21,78.1,54,0,999.9,0,742
4,2013,5,30,05/30/2013,60.9,56.2,1018.8,6.1,11.6,15,20,66.9,57.2,0.26,999.9,0,685
1,2014,5,26,05/26/2014,56.7,51.1,1015.3,9.6,10.3,15,19,63,51.1,0,999.9,0,433
1,2019,5,20,05/20/2019,57.2,55,1012.4,4.9,11.3,15,22,63,45,0,999.9,1,689
6,2019,5,11,05/11/2019,56.8,49.5,1014.3,7,10,15,20,64.9,45,0.01,999.9,0,637
6,2015,5,2,05/02/2015,44.4,36.7,1015.4,10,9.6,15,999.9,51.1,39,0,999.9,0,540
1,2015,5,25,05/25/2015,58.9,52.6,1025.6,10,11.4,15,999.9,66,51.1,0,999.9,0,420
6,2018,5,19,05/19/2018,49.6,49,1027.5,6,9.8,15,21,55.9,46,0,999.9,1,583
5,2019,5,17,05/17/2019,52.3,49.6,1010.8,8.4,8.4,15,999.9,64,46,0,999.9,0,726
7,2017,5,7,05/07/2017,52.5,48.9,1004.6,7.1,10.6,15,999.9,57.9,50,0.37,999.9,1,514
6,2013,5,25,05/25/2013,55.6,52.3,1005.9,4.6,7.6,15,18.1,61,51.8,1.03,999.9,1,514
2,2018,5,29,05/29/2018,57.7,55.8,1015.6,6,8.5,15,19,77,50,0.01,999.9,1,809
4,2014,5,15,05/15/2014,57.8,51.8,1026,10,9.6,15,20,64.9,53.6,0,999.9,0,659
7,2015,5,31,05/31/2015,64.7,60.9,1019.8,7.1,11.2,15,21,71.1,59,0,999.9,1,555
6,2017,5,13,05/13/2017,47.9,41.7,1015.7,10,8.6,15,21,54,44.1,0,999.9,0,683
1,2017,5,29,05/29/2017,49.6,47,1015.7,8.1,11.7,15,21,59,45,0,999.9,0,371
1,2020,5,4,05/04/2020,56.3,46.2,1002.5,9.1,8.4,15.9,18.1,69.1,46.9,0,999.9,1,173
1,2017,5,1,05/01/2017,49.3,45.3,1019.8,5,10.6,15.9,999.9,57.9,44.6,0,999.9,1,639
7,2020,5,3,05/03/2020,51.3,45.8,1009.7,9.3,10.3,15.9,999.9,61,46.9,0.04,999.9,0,167
5,2018,5,11,05/11/2018,56.8,48.7,1013.1,8.1,11.3,15.9,24.1,69.1,48,0,999.9,1,805
5,2020,5,29,05/29/2020,61,59.8,1019.7,3.6,12.9,15.9,22.9,66.9,57,0.14,999.9,1,258
2,2015,5,5,05/05/2015,57.1,48.6,1022.4,9.8,11,15.9,21,71.1,46,0,999.9,0,638
4,2019,5,9,05/09/2019,47.7,34.1,1027.4,10,7.6,15.9,20,59,39,0,999.9,0,593
5,2020,5,22,05/22/2020,57,52.1,1022,10,12,15.9,999.9,64,51.1,0,999.9,0,264
2,2014,5,27,05/27/2014,61.1,52.9,1011,9.5,10,15.9,20,75,52,0.02,999.9,0,645
1,2014,5,19,05/19/2014,56.9,41.8,1016.9,10,9,15.9,22,63,48.9,0,999.9,0,572
1,2015,5,11,05/11/2015,57.9,55.9,1020.7,0.8,11.1,15.9,21,66.9,54,0,999.9,1,645
7,2019,5,19,05/19/2019,52,47.3,1020.1,10,9.7,15.9,999.9,64.9,45,0,999.9,0,547
4,2018,5,10,05/10/2018,51,50.2,1015.1,6.2,12.2,15.9,20,59,48,0.01,999.9,1,663
5,2019,5,3,05/03/2019,47.3,44.1,1022.8,7.8,9.2,15.9,999.9,55.9,44.1,0,999.9,1,651
4,2018,5,3,05/03/2018,54,48.6,1015.3,9.5,13.2,15.9,999.9,66,48.9,0,999.9,0,790
5,2015,5,22,05/22/2015,53.8,48,1011.7,9.1,9.2,15.9,999.9,61,48,0.69,999.9,0,727
1,2018,5,7,05/07/2018,53,49.7,1015.9,8.7,11.3,15.9,22,63,46,0.48,999.9,0,695
1,2016,5,2,05/02/2016,51.3,48,1015.7,4.9,10.6,15.9,999.9,55.9,37,0.22,999.9,1,589
3,2020,5,20,05/20/2020,49.9,36.8,1030.4,10,10.8,15.9,22.9,57,43,0,999.9,0,192
6,2013,5,11,05/11/2013,56.2,53.1,1013.1,3.7,9.4,15.9,22.9,62.1,52,0,999.9,1,523
2,2016,5,24,05/24/2016,54.6,52,1011.7,4.4,10.7,15.9,18.1,72,51.1,0,999.9,1,695
4,2015,5,28,05/28/2015,62.4,57.6,1023,9.2,11.7,15.9,22,68,59,0,999.9,0,682
4,2017,5,4,05/04/2017,51.5,34.8,1023,10,10.6,15.9,25.1,59,45,0,999.9,0,701
3,2013,5,8,05/08/2013,59.4,54.7,1021.5,7.5,10.5,15.9,22,72,53.1,0.01,999.9,1,620
3,2017,5,17,05/17/2017,57.9,50.2,1014.7,9.8,11.3,15.9,21,69.1,48,0,999.9,0,753
5,2017,5,19,05/19/2017,59.6,54.5,1011,6.2,12.2,15.9,22.9,71.1,55,0,999.9,0,974
1,2016,5,23,05/23/2016,59.4,50.3,1011.9,10,9.6,15.9,999.9,72,52,0.03,999.9,0,652
4,2017,5,18,05/18/2017,60.1,54.1,1012.7,7,13.2,15.9,999.9,71.1,53.1,0,999.9,0,911
5,2018,5,4,05/04/2018,53.3,51.3,1013.4,7.8,12.2,15.9,22,59,50,0.02,999.9,0,723
4,2020,5,7,05/07/2020,46.3,40.4,1005.9,9.8,11.7,15.9,20,55,37,0.19,999.9,1,175
4,2018,5,24,05/24/2018,56.3,49.7,1017.5,9.6,9.6,15.9,999.9,68,50,0.11,999.9,0,770
4,2020,5,14,05/14/2020,51.6,37.5,1024.1,10,11,15.9,22.9,60.1,39.9,0,999.9,0,169
1,2016,5,30,05/30/2016,62.4,60.5,1017,2,9,17.1,22,75,59,0.01,999.9,1,471
6,2020,5,30,05/30/2020,60.4,59.1,1012.8,3.5,12.9,17.1,25.1,64,57.9,0.04,999.9,1,226
7,2015,5,10,05/10/2015,57,54.8,1023.5,0.8,8.3,17.1,999.9,64.9,50,0.01,999.9,1,549
1,2015,5,18,05/18/2015,53.9,48.8,1023.2,5.7,9.4,17.1,18.1,60.1,48,0,999.9,1,566
2,2016,5,10,05/10/2016,51.9,38.2,1020.6,10,9,17.1,999.9,61,39.9,0,999.9,0,608
4,2014,5,29,05/29/2014,52,42.7,1021.9,10,11.2,17.1,22.9,59,46.4,0.01,999.9,0,663
4,2017,5,11,05/11/2017,49.5,42,1015.6,10,7.6,17.1,24.1,57,43,0,999.9,0,686
4,2017,5,25,05/25/2017,53.8,51.1,1008.6,5.6,11.6,17.1,22,59,51.1,0.05,999.9,1,742
5,2017,5,12,05/12/2017,48.6,42.2,1016.7,9.7,11.8,17.1,25.1,57,44.1,0,999.9,0,817
6,2016,5,28,05/28/2016,62.5,57.3,1020.2,9.2,11.6,17.1,24.1,68,55.9,0,999.9,0,627
7,2013,5,12,05/12/2013,56.2,53.1,1005.6,3.3,11,17.1,22.9,59,54,1.62,999.9,1,527
3,2019,5,15,05/15/2019,48.5,41.1,1008.7,9.7,10.8,17.1,22,55.9,43,0.01,999.9,0,691
7,2019,5,26,05/26/2019,57.6,54.3,1014.5,8.9,12.1,17.1,21,70,45,0.07,999.9,0,510
6,2019,5,18,05/18/2019,56.7,46.7,1011.9,8.9,9.2,17.1,999.9,64.9,48,0.08,999.9,0,649
1,2013,5,20,05/20/2013,57.5,54.5,1020.4,2.9,10.3,17.1,22,62.1,55,0.33,999.9,1,657
3,2015,5,13,05/13/2015,59.5,47.2,1012.4,8.7,12.2,17.1,24.1,66.9,53.1,0,999.9,0,655
4,2019,5,23,05/23/2019,52.5,45.6,1022.9,10,10.5,17.1,999.9,61,46,0,999.9,0,722
3,2015,5,27,05/27/2015,62.4,57.8,1023.8,8.5,13.4,18.1,24.1,68,57.9,0,999.9,0,697
3,2017,5,24,05/24/2017,53.9,49.6,1008.5,9,9.2,18.1,26,62.1,50,0.01,999.9,0,641
2,2013,5,14,05/14/2013,51,35.3,1015.8,9.8,11.8,18.1,29.9,55.9,42.8,0,999.9,0,565
2,2015,5,12,05/12/2015,58.3,56.2,1012.5,0.9,11.3,18.1,24.1,66.9,54,0.02,999.9,1,684
2,2017,5,16,05/16/2017,57.5,46.9,1010.8,10,10.7,18.1,22,69.1,46.9,0.06,999.9,0,694
4,2014,5,1,05/01/2014,50.3,48.3,1016.6,3.2,13.3,18.1,24.1,55.4,44.1,0.35,999.9,1,650
2,2016,5,17,05/17/2016,55,44.5,1019.8,10,11.9,18.1,24.1,63,46,0,999.9,0,624
5,2020,5,8,05/08/2020,51,40.5,1008.4,10,11.3,18.1,21,55.9,41,0.02,999.9,0,176
7,2018,5,20,05/20/2018,56.5,56.4,1015.4,0.7,13.9,18.1,26,60.8,51.1,0.15,999.9,1,578
6,2018,5,26,05/26/2018,58.8,56.7,1009.8,7.1,13.8,18.1,22,64.4,55,0,999.9,1,601
1,2013,5,13,05/13/2013,53.1,37.1,1013.5,9.9,11.9,18.1,22,57,46,0.07,999.9,0,577
3,2017,5,3,05/03/2017,54.7,44.3,1009.1,9.5,13,18.1,22.9,60.1,48.9,0.61,999.9,0,714
1,2018,5,28,05/28/2018,53.4,52.6,1017.4,5.8,11.6,18.1,24.1,57.9,50,0.08,999.9,0,408
4,2013,5,23,05/23/2013,61.5,57.6,1015.1,3,13.3,18.1,24.1,66.9,57,0,999.9,1,735
3,2019,5,8,05/08/2019,53,44.6,1022.2,10,9.2,18.1,22,59,37,0.01,999.9,0,649
7,2015,5,17,05/17/2015,63.1,56.2,1020.3,9.4,9.1,18.1,21,78.1,50,0,999.9,0,543
7,2020,5,24,05/24/2020,51.7,45.8,1023.6,9.7,14.1,18.1,28,66,48,2.37,999.9,1,197
6,2014,5,17,05/17/2014,57.7,54.1,1016,5.8,12.5,19,25.1,62.6,51.1,0.26,999.9,1,619
3,2013,5,29,05/29/2013,57.9,54.7,1021,4.9,10.9,19,26,61,55.4,0.51,999.9,0,574
5,2015,5,1,05/01/2015,43.8,37.2,1014.2,9.6,13.3,19,22.9,57,39,0,999.9,0,642
5,2019,5,10,05/10/2019,48.4,43.5,1023.6,9.4,13.8,19,26,55,39,0,999.9,0,660
7,2018,5,27,05/27/2018,53.7,53.4,1016.4,6,12.6,19,28,64,51.1,0,999.9,0,487
2,2015,5,26,05/26/2015,61.1,56.2,1024.1,9.8,14.4,19,24.1,66,54,0,999.9,0,686
